"ch43tab";"i.id0";"ET";"i.name.no";"Status";"Datakilde";"Startar";"Frekvens (ar)";"Romlig opplosning";"ECT";"ECT2";"Egenskap";"Dir";"Ref.verdi";"Merknad";"i.description";"i.cpl.issues";"i.comments.all"
"frw";"LAL";"e i";"Potensielt gift aluminium (LAl, UM-Al)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2";"af";"n";"mdc";"";"Physico-chemical supporting element for acidification. Reference-value and class-boundaries based on the correlation with brown trout in lakes/non-anadromous rivers and atlantic salmon in anadromous rivers (critical limits). One of three parameters used for assessment of acidification (status is based on mean nEQR if all indices are calculated).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets, or even continuous mearsurements  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km), respectively Lakes"
"frw";"ANC";"e i";"Vannets syrenøytraliserende kapasitet (ANC)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2";"af";"p";"mdc";"";"Physico-chemical supporting element for acidification.  Reference-value and class-boundaries based on the correlation with acid-sensitive invertbrates. One of three parameters used for assessment of acidification (status is based on mean nEQR if all indices are calculated).";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km), respectively Lakes"
"frw";"AIP";"e";"Forsuringsindeks for begroingsalger i elv (AIP)";"2";"NIVA (Suzanne Schneider) + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"n";"mdc";"";"The indicator includes an assessment of the taxonomic composition, covering most groups of benthic algae (Chyanophyceae, Chlorophyceae, Radophyceae, Phaeophyceae, Chrysophyceae and Xanthophyceae - Bacillariophyceae is not included); mainly identified to species level: this is based on the indicator value for each taxon (increasing value with increasing tolerance to acidification, where tolerance is based on dose-response relationship between each taxon and acidification (pH-optimum))";"";"May be reported as true parameter value or scaled value (EQR) or normalised scaled values (nEQR) ### d.spat.res: May vary from 2 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## d.them.scope: Water-bodies in rivers (streches of approx 5 km)"
"frw";"TIc";"i";"Vannplanteindeks for eutrofiering i innsjøer (TIc)";"2";"NIVA (Marit Mjelde) + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"For få datapunkt";"The indicator includes an assessment of taxonomic composition, covering the full macrophyte community (iseotids, elodeids, numphaeids, lemnids and calcarous macroalgae - mosses, benthic algae and helophytes are not includes): this is based on number of sensitive species minus number of tolerant species relative to the total species number which also includes indifferent species (macrophytes are devided in three groups based on their response to eutrophication measured as total phosphorous (TP)).";"";"May be reported as true parameter value or scaled value (EQR) or normalised scaled values (nEQR) ### d.spat.res: May vary from 2 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## d.them.scope: Lakes"
"frw";"SIc";"i";"Vannplanteindeks for forsuring i innsjøer (SIc)";"2";"NIVA (Marit Mjelde) + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"For få datapunkt";"The indicator includes an assessment of taxonomic composition, covering the full macrophyte community (iseotids, elodeids, numphaeids, lemnids and calcarous macroalgae - mosses, benthic algae and helophytes are not includes): this is based on number of sensitive species minus number of tolerant species relative to the total species number which also includes indifferent species (macrophytes are devided in three groups based on their response to acidification measured as pH).";"";"May be reported as true parameter value or scaled value (EQR) or normalised scaled values (nEQR) ### d.spat.res: May vary from 2 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## d.them.scope: Lakes"
"frw";"WIc";"i";"Vannplanteindeks for vannstandsvariasjoner i reguleringsmagasin (WIc)";"2";"NIVA (Marit Mjelde) + Vannmiljø";;"1";"annet";"A1";"A1, B1a, B1a";"bm";"p";"mdc";"For få datapunkt";"The indicator includes an assessment of taxonomic composition, covering the full macrophyte community (iseotids, elodeids, numphaeids, lemnids and calcarous macroalgae - mosses, benthic algae and helophytes are not includes), identified to species level: this is based on number of sensitive species minus number of tolerant species relative to the total species number which also includes indifferent species (macrophytes are devided in three groups based on their response to maximum water level reduction during winter, measured in metre).";"";"May be reported as true parameter value or scaled value (EQR) or normalised scaled values (nEQR) ### d.spat.res: May vary from 2 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## d.them.scope: Lakes"
"frw";"PIT";"e";"Eutrofieringsindeks for begroingsalger i elv (PIT)";"2";"NIVA (Suzanne Schneider) + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"n";"mdc";"";"The indicator includes an assessment of the taxonomic composition, covering most groups of benthic algae (Chyanophyceae, Chlorophyceae, Radophyceae, Phaeophyceae, Chrysophyceae and Xanthophyceae - Bacillariophyceae is not included), mainly identified to species level: this is based on the indicator value for each taxon (increasing value with increasing tolerance to eutrophication/nutrient input, where tolerance is based on dose-response relationship between each taxon and total phosporous (TP-optimum))";"";"May be reported as true parameter value or scaled value (EQR) or normalised scaled values (nEQR) ### d.spat.res: May vary from 2 to 6 (12?) for time-series datasets. More data available as ""single time"" datasets. ## d.them.scope: Water-bodies in rivers (streches of approx 5 km)"
"frw";"ASPT";"e";"Average Score Per Taxon - litorale bunndyr i elver (ASPT)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"";"The indicator includes an assessment of the taxonomic composition, covering most groups of benthic macroinvertebrates identified to a higher taxonomic level (family or class; specified for each taxonomic group): this is based on the indicator value for each taxon (decreasing value with increasing tolerance to eutrophication/organic pollution, where tolerance is based on dose-response relationship between each taxon and eutrophication measured as TP or organic pollution measured as DOC?). ASPT is calculated as the mean of scores for all indicator taxa in the sample";"";"True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km)"
"frw";"RAMI";"e";"Forsuringsindeks for litorale bunndyr i elver (RAMI)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"";"The indicator includes an assessment of taxonomic composition and relative abundance, covering the full macroinvertebrate community, identified mainly to species or genus level: this is based on the indicator value for each taxon (decreasing value with increasing tolerance to acidification, where tolerance is based on dose-response relationship between each taxon and acidification (pH-optimum and range)), and the relative abundance (counts) of each taxon in a sample.";"";"AKS: RAMI and LAMI is based on information on indicator taxa and their sensitivity to acidification as used in Raddum-1/Raddum-2 but also other acidification indices (macroinvertebrate-based) used in Northern Europe. RAMI and Raddum-2 (rivers) is positively correlated with relatively high concentration. LAMI and Raddum-1 (lakes) show a weak but positive correlation. Non of the indicators used for lakes (MultiClear, Raddum-1, LAMI) works very well along the whole acidification gradient. In the classification of ecological status we use all three indicators (if available) and calculate the mean (nEQR) value. Raddum-2 and RAMI generally works better - RAMI is more sensitive under weak acidification whereas Raddum-2 works better to differentiate between levels of moderate and strong acidification. | True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Water-bodies in rivers (streches of approx 5 km)"
"frw";"LAMI";"i";"Forsuringsindeks for litorale bunndyr i innsjøer (LAMI)";"2";"Various institutes/consultancies + Vannmiljø";;"1";"annet";"A2";"A2, B1a, B1a";"bm";"p";"mdc";"";"The indicator includes an assessment of taxonomic composition, covering the full macroinvertebrate community, mainly identified to species or genus level: this is based on the indicator value for each taxon (decreasing value with increasing tolerance to acidification, where tolerance is based on dose-response relationship between each taxon and acidification (pH-optimum)). One of three indices based on litoral macroinvertebrates used for assessment of lake acidification (status is based on mean nEQR if all indices are calculated).";"";"AKS: RAMI and LAMI is based on information on indicator taxa and their sensitivity to acidification as used in Raddum-1/Raddum-2 but also other acidification indices (macroinvertebrate-based) used in Northern Europe. RAMI and Raddum-2 (rivers) is positively correlated with relatively high concentration. LAMI and Raddum-1 (lakes) show a weak but positive correlation. Non of the indicators used for lakes (MultiClear, Raddum-1, LAMI) works very well along the whole acidification gradient. In the classification of ecological status we use all three indicators (if available) and calculate the mean (nEQR) value. Raddum-2 and RAMI generally works better - RAMI is more sensitive under weak acidification whereas Raddum-2 works better to differentiate between levels of moderate and strong acidification. | True index value in Vannmiljø, can calculate EQR and nEQR ### d.spat.res: May vary from 1 to 6 (12?) for time-series datasets.  ## d.them.scope: Lakes"
