et,lvl,gg,nn,nn_c1,nn_p2,nn_p1p,nn_c2p,st_max,st0.1,st0.2,st0.3,dir0.n.p,dir0.n.n,dir0.n.u,dir0.n.x,tsd,tsd_c2p,trs,trs_c2p,trs0.y1,trs0.y3,trs0.y5,trs0.y10,trs0.yInf,trs0.NA,srs,srs_c2p,srs0.g1,srs0.g2,srs0.g3,srs0.g4,srs0.g5,srs0.g6,srs0.p1,srs0.p2,srs0.pp,srs0.px,srs0.NA,etl0.cc,etl0.fo,etl0.so,etl0.lm,etl0.na,cpl_ok.n,cpl0.n.a,cpl0.n.d,cpl0.n.e,cpl0.n.i,cpl0.n.n,cpl0.n.o,cpl0.n.q,cpl0.n.r,cpl0.n.s,cpl0.n.t,cpl0.n.x,ect_s.n,hosts,iid.n,dir_d.n,nm,nv,dir0.e.p,dir0.e.n,dir0.e.u,dir0.e.x,cpl_ok.e,cpl0.e.a,cpl0.e.d,cpl0.e.e,cpl0.e.i,cpl0.e.n,cpl0.e.o,cpl0.e.q,cpl0.e.r,cpl0.e.s,cpl0.e.t,cpl0.e.x,ect_s.e,iid.e,dir_d.e,n,cpl_ok,cpl0.a,cpl0.d,cpl0.e,cpl0.i,cpl0.n,cpl0.o,cpl0.q,cpl0.r,cpl0.s,cpl0.t,cpl0.x,dir0.p,dir0.n,dir0.u,dir0.x,dir_d,ect_s,iid
i,cls,B3,7,0,3,5,0,2,4,3,0,0,1,6,0,1907,0,1,0,3,0,2,2,0,0,p1,NA,0,0,0,0,0,0,2,5,0,0,0,0,5,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,"B1a, B2","MDir, Mdir/NINA, NINA, NTNU","fj.14, nb.16, vs.04, vs.11, vs.41c, vs.41d, vs.64, vs.71, vs.74",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,7,5,0,2,0,0,0,0,0,0,0,0,0,0,1,6,0,,"B1a, B2","fj.14, nb.16, vs.04, vs.11, vs.41c, vs.41d, vs.64, vs.71, vs.74"
i,cls,C1,2,0,2,1,0,3,0,1,1,2,0,0,0,1988,0,5,0,0,0,1,0,1,0,p1,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,,"MDir/NIBIO, Statens kartverk/NIBIO","fj.10, fj.11, sk.13, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,p,,"fj.10, fj.11, sk.13, vs.02"
i,chr,A1 | Mean temperature,1,0,0,0,0,1,1,0,0,0,1,0,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B1a,MDir,fj.15,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,B1a,fj.15
i,chr,A1 | Soil physical quality,1,0,1,0,0,2,0,1,0,0,1,0,0,2006,0,3,0,0,1,0,0,0,0,g2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"B2, C1",Copernicus,ur.01,n,1,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"A2, C1","!e.11.1, e.11.2",n,5,2,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,n,"A2, B2, C1","!e.11.1, e.11.2, ur.01"
i,chr,A1 | Water physical availability/permanence,1,0,0,1,0,1,1,0,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,MDir,"sk.03, vs.30",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"sk.03, vs.30"
i,chr,A2 | Air chemical quality,1,0,1,1,0,2,0,1,0,0,1,0,0,2018,0,1,0,1,0,0,0,0,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Copernicus,ur.04,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,ur.04
i,chr,A2 | Overall water quality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"B3, X",e.11.5,p,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,p,"B3, X",e.11.5
i,chr,A2 | Soil chemical quality,3,0,0,2,0,1,3,0,0,0,0,3,0,2019,0,1,0,3,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,B1a,"MDir, NINA","fj.13, sk.02, vs.03, vs.41, vs.41b",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,,B1a,"fj.13, sk.02, vs.03, vs.41, vs.41b"
i,chr,ABC | Overall ecological status,1,0,0,0,0,1,1,0,0,1,0,0,0,1990,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA","fj.12, sk.12, vs.06",p,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,B1b,e.11.3,p,3,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,p,B1b,"e.11.3, fj.12, sk.12, vs.06"
i,chr,B1a B1b | Birds abundance & diversity,3,0,3,3,0,2,0,3,0,3,0,0,0,2010,0,1,0,2,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,B1b,"BirdLife Norge, MDir, NINA","fj.05, fj.08, vs.13",p,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,e.11.4,p,5,3,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,p,B1b,"e.11.4, fj.05, fj.08, vs.13"
i,chr,B1a B1b | Insect abundance & diversity,1,0,0,0,0,1,1,0,0,1,0,0,0,2009,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B2,NINA,"vs.16, vs.37",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,p,B2,"vs.16, vs.37"
i,chr,B1a | Invasive species abundance,1,0,1,1,0,2,0,1,0,1,0,0,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.09, sk.04, vs.29",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,,"fj.09, sk.04, vs.29"
i,chr,B1a | Mammals abundance,4,0,4,3,0,2,0,4,0,3,0,1,0,1990,0,1,0,3,0,1,0,0,0,p1,NA,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,B3,"MDir, NINA","fj.02, fj.03, fj.06, fj.07",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,3,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,p,B3,"fj.02, fj.03, fj.06, fj.07"
i,chr,B2 | Total vegetation cover & productivity,3,2,2,1,1,2,1,2,0,1,0,2,0,2000,2000,1,1,2,1,0,0,0,0,g2,g3,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"A1, B3, C1","Copernicus, NASA","fj.01, sk.01, ur.02",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,p,"A1, B3, C1","fj.01, sk.01, ur.02"
i,chr,B2 | Tree & shrub layer cover,1,0,1,1,0,2,0,1,0,1,0,0,0,2012,0,3,0,0,1,0,0,0,0,g2,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Copernicus,ur.03,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,,ur.03
i,chr,B3 | Ecosystem age,1,0,0,0,0,1,1,0,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B1a,MDir,"fj.14, vs.04",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"fj.14, vs.04"
i,chr,B3 | Grazing intensity,1,0,0,1,0,1,1,0,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,NINA,vs.41c,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,vs.41c
i,chr,B3 | Soil disturbance,2,0,1,2,0,2,1,1,0,0,1,1,0,2019,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,B1a,NINA,"vs.41d, vs.64",x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,B1a,"vs.41d, vs.64"
i,chr,B3 | Trophic balance,3,0,2,2,0,2,1,2,0,0,0,3,0,1907,0,5,0,0,0,1,2,0,0,p1,NA,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,"B1a, B2","Mdir/NINA, NTNU","nb.16, vs.11, vs.71, vs.74",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,,"B1a, B2","nb.16, vs.11, vs.71, vs.74"
i,chr,C1 | Connectivity & fragmentation of ETs,1,0,1,0,0,2,0,1,0,1,0,0,0,2021,0,Inf,0,0,0,0,0,1,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,Statens kartverk/NIBIO,"fj.11, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,p,,"fj.11, vs.02"
i,chr,"C1 | Landscape naturalness, subgrid natural features",1,0,1,1,0,3,0,0,1,1,0,0,0,1988,0,5,0,0,0,1,0,0,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,MDir/NIBIO,"fj.10, sk.13, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,,"fj.10, sk.13, vs.02"
l,all,all,23,1,17,14,0,3,6,16,1,11,8,4,0,1988,0,1,0,19,0,3,0,1,0,p1,NA,0,0,0,0,0,0,2,7,14,0,0,1,19,0,2,1,14,5,2,0,0,0,0,1,0,0,0,1,"A2, B1a, B1b, B3","BirdLife Norge, MDir, MDir/NIBIO, Mdir/NINA, NINA, NIVA, Statens kartverk/NIBIO, Vann-nett, Vannmiljø","Alegress, Blotbunnsfauna, KLFA, MSMDI, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, SECCI, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, nb.16, overall chemical status, overall ecol status, sk.02, sk.03, sk.12, sk.13, vs.02, vs.03, vs.04, vs.06, vs.13, vs.30",x,0,8,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"B1b, B3","e.10.1, e.10.2, e.10.3, e.10.4",n,31,18,5,2,0,0,0,0,1,0,0,0,1,13,14,4,0,p,"A2, B1a, B1b, B3","Alegress, Blotbunnsfauna, KLFA, MSMDI, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, SECCI, e.10.1, e.10.2, e.10.3, e.10.4, fj.10, fj.11, fj.12, fj.13, fj.14, fj.15, nb.16, overall chemical status, overall ecol status, sk.02, sk.03, sk.12, sk.13, vs.02, vs.03, vs.04, vs.06, vs.13, vs.30"
l,cls,A1,3,0,1,2,0,2,2,1,0,1,1,1,0,2019,0,1,0,3,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,"A2, B1a, B3","MDir, Vannmiljø","SECCI, fj.15, sk.03, vs.30",x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,p,"A2, B1a, B3","SECCI, fj.15, sk.03, vs.30"
l,cls,A2,11,0,10,8,0,2,1,10,0,4,6,1,0,2019,0,1,0,11,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,10,0,0,0,11,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,B1a,"MDir, NIVA, Vann-nett, Vannmiljø","Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, fj.13, overall chemical status, sk.02, vs.03",x,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,"e.10.1, e.10.2",n,15,12,3,0,0,0,0,0,0,0,0,0,0,4,10,1,0,p,B1a,"Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, e.10.1, e.10.2, fj.13, overall chemical status, sk.02, vs.03"
l,cls,ABC,2,1,1,0,0,2,1,1,0,2,0,0,0,1990,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA, Vann-nett","fj.12, overall ecol status, sk.12, vs.06",p,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,B1b,e.10.4,p,4,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,p,B1b,"e.10.4, fj.12, overall ecol status, sk.12, vs.06"
l,cls,B1a,1,0,1,1,0,2,0,1,0,1,0,0,0,2010,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1b,"BirdLife Norge, MDir, NINA",vs.13,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1b,vs.13
l,cls,B1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
l,cls,B2,2,0,2,2,0,2,0,2,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,B3,"NIVA, Vannmiljø","KLFA, MSMDI",x,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,B3,e.10.3,n,4,2,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,n,B3,"KLFA, MSMDI, e.10.3"
l,cls,B3,2,0,0,0,0,1,2,0,0,0,0,2,0,2019,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,B1a,"MDir, Mdir/NINA","fj.14, nb.16, vs.04",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,,B1a,"fj.14, nb.16, vs.04"
l,cls,C1,2,0,2,1,0,3,0,1,1,2,0,0,0,1988,0,5,0,0,0,1,0,1,0,p1,NA,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,,"MDir/NIBIO, Statens kartverk/NIBIO","fj.10, fj.11, sk.13, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,p,,"fj.10, fj.11, sk.13, vs.02"
l,chr,A1 | Mean temperature,1,0,0,0,0,1,1,0,0,0,1,0,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B1a,MDir,fj.15,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,B1a,fj.15
l,chr,A1 | Water physical availability/permanence,1,0,0,1,0,1,1,0,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,MDir,"sk.03, vs.30",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"sk.03, vs.30"
l,chr,A1 | Water physical quality,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"A2, B3",Vannmiljø,SECCI,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,"A2, B3",SECCI
l,chr,A2 | Overall water quality,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Vann-nett,overall chemical status,n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,overall chemical status
l,chr,A2 | Soil chemical quality,1,0,0,1,0,1,1,0,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1a,MDir,"fj.13, sk.02, vs.03",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"fj.13, sk.02, vs.03"
l,chr,A2 | Water chemical quality: eutrophication,9,0,9,6,0,2,0,9,0,4,5,0,0,0,0,1,0,9,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,B1a,"NIVA, Vannmiljø","Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL",x,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,"e.10.1, e.10.2",n,13,10,3,0,0,0,0,0,0,0,0,0,0,4,9,0,0,p,B1a,"Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, e.10.1, e.10.2"
l,chr,ABC | Overall ecological status,2,1,1,0,0,2,1,1,0,2,0,0,0,1990,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA, Vann-nett","fj.12, overall ecol status, sk.12, vs.06",p,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,B1b,e.10.4,p,4,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,p,B1b,"e.10.4, fj.12, overall ecol status, sk.12, vs.06"
l,chr,B1a B1b | Birds abundance & diversity,1,0,1,1,0,2,0,1,0,1,0,0,0,2010,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B1b,"BirdLife Norge, MDir, NINA",vs.13,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,B1b,vs.13
l,chr,B2 | Phytoplankton density,2,0,2,2,0,2,0,2,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,pp,NA,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,B3,"NIVA, Vannmiljø","KLFA, MSMDI",x,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,B3,e.10.3,n,4,2,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,n,B3,"KLFA, MSMDI, e.10.3"
l,chr,B3 | Ecosystem age,1,0,0,0,0,1,1,0,0,0,0,1,0,2019,0,1,0,1,0,0,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B1a,MDir,"fj.14, vs.04",u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,B1a,"fj.14, vs.04"
l,chr,B3 | Trophic balance,1,0,0,0,0,1,1,0,0,0,0,1,0,2019,0,5,0,0,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Mdir/NINA,nb.16,u,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,nb.16
l,chr,C1 | Connectivity & fragmentation of ETs,1,0,1,0,0,2,0,1,0,1,0,0,0,2021,0,Inf,0,0,0,0,0,1,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,Statens kartverk/NIBIO,"fj.11, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,p,,"fj.11, vs.02"
l,chr,"C1 | Landscape naturalness, subgrid natural features",1,0,1,1,0,3,0,0,1,1,0,0,0,1988,0,5,0,0,0,1,0,0,0,p1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,MDir/NIBIO,"fj.10, sk.13, vs.02",p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p,,"fj.10, sk.13, vs.02"
m,all,all,15,15,14,10,10,2,1,14,0,8,7,0,0,1990,0,1,1,14,0,1,0,0,0,p2,pp,0,0,0,0,0,0,0,1,14,0,0,0,14,0,0,1,10,5,0,0,0,0,0,0,0,0,0,0,"A2, B1a, B1b, B3","MDir, NINA, NIVA, Vann-nett, Vannmiljø","Alegress, Blotbunnsfauna, KLFA, MSMDI, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, SECCI, fj.12, overall chemical status, overall ecol status, sk.12, vs.06",x,0,14,6,6,2,0,4,0,0,0,0,0,0,0,0,0,0,0,"A2, B1a, B1b, C1","e.12.1, e.12.2, e.12.3, e.12.4, e.12.5, e.12.6, e.12.7",x,29,14,5,0,0,0,0,0,0,0,0,0,0,14,13,2,0,p,"A2, B1a, B1b, B3, C1","Alegress, Blotbunnsfauna, KLFA, MSMDI, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, SECCI, e.12.1, e.12.2, e.12.3, e.12.4, e.12.5, e.12.6, e.12.7, fj.12, overall chemical status, overall ecol status, sk.12, vs.06"
m,cls,A1,1,1,1,1,1,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"A2, B3",Vannmiljø,SECCI,p,0,4,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,A2,"e.12.1, e.12.7",x,5,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,x,"A2, B3","SECCI, e.12.1, e.12.7"
m,cls,A2,10,10,10,7,7,2,0,10,0,4,6,0,0,0,0,1,1,10,0,0,0,0,0,pp,pp,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,B1a,"NIVA, Vann-nett, Vannmiljø","Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, overall chemical status",x,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,e.12.2,p,12,9,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,p,B1a,"Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, e.12.2, overall chemical status"
m,cls,ABC,2,2,1,0,0,2,1,1,0,2,0,0,0,1990,0,1,0,1,0,1,0,0,0,p2,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,B1b,"MDir, NINA, Vann-nett","fj.12, overall ecol status, sk.12, vs.06",p,0,4,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,"B1b, C1","e.12.3, e.12.6",x,6,0,2,0,0,0,0,0,4,0,0,0,0,4,2,0,0,p,"B1b, C1","e.12.3, e.12.6, fj.12, overall ecol status, sk.12, vs.06"
m,cls,B1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,e.12.4,n,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,n,,e.12.4
m,cls,B1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
