et,lvl,gg,nn,nn_c2,st_max,st0.1,st0.2,st0.3,dir0.n.p,dir0.n.n,dir0.n.u,dir0.n.x,tsd,tsd_c2,trs,trs_c2,srs,srs_c2,etl0.cc,etl0.fo,etl0.so,etl0.lm,cpl_ok.n,cpl0.n.a,cpl0.n.ai,cpl0.n.aqi,cpl0.n.d,cpl0.n.dn,cpl0.n.e,cpl0.n.n,cpl0.n.o,cpl0.n.q,cpl0.n.qo,cpl0.n.r,cpl0.n.s,cpl0.n.sq,cpl0.n.t,cpl0.n.tq,cpl0.n.xd,cpl0.n.xt,ect_s.n,hosts,iid.n,dir_d.n,nm,nv,dir0.e.p,dir0.e.n,dir0.e.u,dir0.e.x,cpl_ok.e,cpl0.e.a,cpl0.e.ai,cpl0.e.aqi,cpl0.e.d,cpl0.e.dn,cpl0.e.e,cpl0.e.n,cpl0.e.o,cpl0.e.q,cpl0.e.qo,cpl0.e.r,cpl0.e.s,cpl0.e.sq,cpl0.e.t,cpl0.e.tq,cpl0.e.xd,cpl0.e.xt,ect_s.e,iid.e,dir_d.e,n,cpl_ok,cpl0.a,cpl0.ai,cpl0.aqi,cpl0.d,cpl0.dn,cpl0.e,cpl0.n,cpl0.o,cpl0.q,cpl0.qo,cpl0.r,cpl0.s,cpl0.sq,cpl0.t,cpl0.tq,cpl0.xd,cpl0.xt,dir0.p,dir0.n,dir0.u,dir0.x,ect_s,id,et_label
l,all,all,16,0,2,2,14,0,7,6,1,0,1988,0,1,0,8,0,0,14,0,2,11,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A2, B1a, B3","MDir, NIVA, Statens kartverk, Vann-nett, Vannmiljø","Alegress, Blotbunnsfauna, KLFA, MSMDI, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, SECCI, fj.10, fj.11, overall chemical status, overall ecol status, sk.13, vs.02",x,0,5,21,17,8,0,21,0,0,1,3,1,1,0,3,7,0,3,3,1,0,1,0,1,"A2, B1a, B2, B3, C1","e.l1, e.l2, e.l3, e.l4, e.l5",p,21,32,3,1,1,3,1,1,0,3,7,1,3,3,1,0,1,0,1,28,23,9,0,"A2, B1a, B2, B3, C1","Alegress, Blotbunnsfauna, KLFA, MSMDI, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, SECCI, e.l1, e.l2, e.l3, e.l4, e.l5, fj.10, fj.11, overall chemical status, overall ecol status, sk.13, vs.02",l: Marine inlets and transitional waters
l,cls,A1,1,0,2,0,1,0,1,0,0,0,0,0,1,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A2, B3",Vannmiljø,SECCI,p,0,1,1,5,3,0,4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,"A2, C1",e.l1,p,2,5,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,2,5,3,0,"A2, B3, C1","SECCI, e.l1",l: Marine inlets and transitional waters
l,cls,A2,10,0,2,0,10,0,4,5,0,0,0,0,1,0,9,0,0,10,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"NIVA, Vann-nett, Vannmiljø","Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, overall chemical status",x,0,2,3,4,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,A2,"e.l2, e.l3",p,12,12,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,9,0,0,"A2, B1a","Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, e.l2, e.l3, overall chemical status",l: Marine inlets and transitional waters
l,cls,B1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,,l: Marine inlets and transitional waters
l,cls,B1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,,e.l5,p,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,7,0,0,0,,e.l5,l: Marine inlets and transitional waters
l,cls,B2,2,0,2,0,2,0,1,1,0,0,0,0,1,0,9,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3,"NIVA, Vannmiljø","KLFA, MSMDI",x,0,1,3,1,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"B3, C1",e.l4,p,3,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,0,"B3, C1","KLFA, MSMDI, e.l4",l: Marine inlets and transitional waters
l,cls,B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,3,2,2,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,"B1a, C1",,p,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,2,0,"B1a, C1",,l: Marine inlets and transitional waters
l,cls,C1,2,0,1,2,0,0,1,0,1,0,1988,0,5,0,8,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,"MDir, Statens kartverk","fj.10, fj.11, sk.13, vs.02",x,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2,,p,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,0,B2,"fj.10, fj.11, sk.13, vs.02",l: Marine inlets and transitional waters
l,cls,X,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vann-nett,overall ecol status,x,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,,overall ecol status,l: Marine inlets and transitional waters
l,chr,A1 | Water physical quality,1,0,2,0,1,0,1,0,0,0,0,0,1,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A2, B3",Vannmiljø,SECCI,p,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,e.l1,n,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"A2, B3","SECCI, e.l1",l: Marine inlets and transitional waters
l,chr,A2 | Water chemical quality: eutrophication,9,0,2,0,9,0,4,5,0,0,0,0,1,0,9,0,0,9,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"NIVA, Vannmiljø","Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL",x,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"e.l2, e.l3",n,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,B1a,"Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, e.l2, e.l3",l: Marine inlets and transitional waters
l,chr,A2 | Water chemical quality: other pollutants,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vann-nett,overall chemical status,x,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A2,,p,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,A2,overall chemical status,l: Marine inlets and transitional waters
l,chr,B1b | Overall compositional status,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,e.l5,p,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,e.l5,l: Marine inlets and transitional waters
l,chr,B2 | Phytoplankton density,2,0,2,0,2,0,1,1,0,0,0,0,1,0,9,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3,"NIVA, Vannmiljø","KLFA, MSMDI",x,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B3,e.l4,n,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,B3,"KLFA, MSMDI, e.l4",l: Marine inlets and transitional waters
l,chr,C1 | Landscape connectivity & fragmentation,1,0,1,1,0,0,0,0,1,0,2021,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Statens kartverk,"fj.11, vs.02",u,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,p,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,,"fj.11, vs.02",l: Marine inlets and transitional waters
l,chr,C1 | Landscape naturalness,1,0,1,1,0,0,1,0,0,0,1988,0,5,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,MDir,"fj.10, sk.13, vs.02",p,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,p,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,"fj.10, sk.13, vs.02",l: Marine inlets and transitional waters
l,chr,X | unclear / excluded,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vann-nett,overall ecol status,x,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,,overall ecol status,l: Marine inlets and transitional waters
m,all,all,14,10,2,0,14,0,6,6,0,0,0,0,1,1,9,9,0,14,0,0,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A2, B1a, B3","NIVA, Vann-nett, Vannmiljø","Alegress, Blotbunnsfauna, KLFA, MSMDI, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, SECCI, overall chemical status, overall ecol status",x,0,6,21,17,8,0,21,0,0,1,3,1,1,0,3,7,0,3,3,1,0,1,0,1,"A2, B1a, B2, B3, C1","e.m1, e.m2, e.m3, e.m4, e.m5, e.m6",p,20,31,3,1,1,3,1,1,0,3,7,0,3,3,1,0,1,0,1,27,23,8,0,"A2, B1a, B2, B3, C1","Alegress, Blotbunnsfauna, KLFA, MSMDI, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, SECCI, e.m1, e.m2, e.m3, e.m4, e.m5, e.m6, overall chemical status, overall ecol status",m: Marine ecosystems
m,cls,A1,1,1,2,0,1,0,1,0,0,0,0,0,1,1,9,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A2, B3",Vannmiljø,SECCI,p,0,1,1,5,3,0,4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,"A2, C1",e.m1,p,2,5,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,2,5,3,0,"A2, B3, C1","SECCI, e.m1",m: Marine ecosystems
m,cls,A2,10,7,2,0,10,0,4,5,0,0,0,0,1,1,9,9,0,10,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"NIVA, Vann-nett, Vannmiljø","Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, overall chemical status",x,0,1,3,4,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,A2,e.m2,p,11,12,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,9,0,0,"A2, B1a","Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL, e.m2, overall chemical status",m: Marine ecosystems
m,cls,B1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,e.m4,n,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,e.m4,m: Marine ecosystems
m,cls,B1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,,e.m3,p,1,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,7,0,0,0,,e.m3,m: Marine ecosystems
m,cls,B2,2,2,2,0,2,0,1,1,0,0,0,0,1,1,9,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3,"NIVA, Vannmiljø","KLFA, MSMDI",x,0,0,3,1,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"B3, C1",,p,2,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,2,0,"B3, C1","KLFA, MSMDI",m: Marine ecosystems
m,cls,B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,2,3,2,2,0,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,"B1a, C1","e.m5, e.m6",p,2,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,2,0,"B1a, C1","e.m5, e.m6",m: Marine ecosystems
m,cls,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B2,,p,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,B2,,m: Marine ecosystems
m,cls,X,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vann-nett,overall ecol status,x,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,,overall ecol status,m: Marine ecosystems
m,chr,A1 | Water physical quality,1,1,2,0,1,0,1,0,0,0,0,0,1,1,9,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A2, B3",Vannmiljø,SECCI,p,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2,e.m1,n,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"A2, B3","SECCI, e.m1",m: Marine ecosystems
m,chr,A2 | Water chemical quality: acidification,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,e.m2,p,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,e.m2,m: Marine ecosystems
m,chr,A2 | Water chemical quality: eutrophication,9,6,2,0,9,0,4,5,0,0,0,0,1,1,9,9,0,9,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B1a,"NIVA, Vannmiljø","Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL",x,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,B1a,"Alegress, Blotbunnsfauna, N-NH3, N-SNOX, N-TOT, O2, P-PO4, P-TOT, RSL",m: Marine ecosystems
m,chr,A2 | Water chemical quality: other pollutants,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vann-nett,overall chemical status,x,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A2,,p,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,A2,overall chemical status,m: Marine ecosystems
m,chr,B1a | Invasive species abundance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,e.m4,n,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,e.m4,m: Marine ecosystems
m,chr,B1b | Overall compositional status,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,e.m3,p,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,e.m3,m: Marine ecosystems
m,chr,B2 | Phytoplankton density,2,2,2,0,2,0,1,1,0,0,0,0,1,1,9,9,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B3,"NIVA, Vannmiljø","KLFA, MSMDI",x,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B3,,,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,B3,"KLFA, MSMDI",m: Marine ecosystems
m,chr,B3 | Disturbance intensity / ecosystem age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C1,e.m6,p,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,C1,e.m6,m: Marine ecosystems
m,chr,B3 | Functions underlying key ES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,B1a,e.m5,p,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,B1a,e.m5,m: Marine ecosystems
m,chr,X | unclear / excluded,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Vann-nett,overall ecol status,x,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,,overall ecol status,m: Marine ecosystems
